12772 0.0  AUX --> do
2 0.0  NNS --> bahbahs
2 0.0  NNS --> bathingsuits
2 0.0  NNS --> binoculars
2 0.0  NNS --> blades
2 0.0  NNS --> blitzen
2 0.0  NNS --> blues
2 0.0  NNS --> bombs
2 0.0  NNS --> bonds
2 0.0  NNS --> booboos
2 0.0  NNS --> brakes
2 0.0  NNS --> branches
2 0.0  NNS --> brushes
2 0.0  NNS --> bulbs
2 0.0  NNS --> bunnys
2 0.0  NNS --> butterfingers
2 0.0  NNS --> calendars
2 0.0  NNS --> camels
2 0.0  NNS --> cardinals
2 0.0  NNS --> catalogs
2 0.0  NNS --> chunks
2 0.0  NNS --> clams
2 0.0  NNS --> classes
2 0.0  NNS --> condolences
2 0.0  NNS --> congratulations
2 0.0  NNS --> connections
2 0.0  NNS --> corners
2 0.0  NNS --> cots
2 0.0  NNS --> couches
2 0.0  NNS --> creatures
2 0.0  NNS --> cribs
2 0.0  NNS --> crickets
2 0.0  NNS --> crispies
2 0.0  NNS --> cutters
2 0.0  NNS --> dancers
2 0.0  NNS --> deers
2 0.0  NNS --> details
2 0.0  NNS --> diggers
2 0.0  NNS --> dinos
2 0.0  NNS --> donuts
2 0.0  NNS --> dropsies
2 0.0  NNS --> ends
2 0.0  NNS --> errands
2 0.0  NNS --> escalators
2 0.0  NNS --> families
2 0.0  NNS --> fields
2 0.0  NNS --> fl
2 0.0  NNS --> flames
2 0.0  NNS --> flippers
2 0.0  NNS --> folks
2 0.0  NNS --> franks
2 0.0  NNS --> froggies
2 0.0  NNS --> fruit_loops
2 0.0  NNS --> frys
2 0.0  NNS --> fudgicles
2 0.0  NNS --> fuzzies
2 0.0  NNS --> geese
2 0.0  NNS --> ghostbusters
2 0.0  NNS --> goldfish
2 0.0  NNS --> grandparents
2 0.0  NNS --> grippies
2 0.0  NNS --> handkerchiefs
2 0.0  NNS --> handlebars
2 0.0  NNS --> hangers
2 0.0  NNS --> hedgehogs
2 0.0  NNS --> helpers
2 0.0  NNS --> hens
2 0.0  NNS --> herons
2 0.0  NNS --> honeys
2 0.0  NNS --> hounds
2 0.0  NNS --> hunters
2 0.0  NNS --> hurts
2 0.0  NNS --> hysterics
2 0.0  NNS --> icecreams
2 0.0  NNS --> inventions
2 0.0  NNS --> jackets
2 0.0  NNS --> jaws
2 0.0  NNS --> jewels
2 0.0  NNS --> kings
2 0.0  NNS --> labels
2 0.0  NNS --> ladders
2 0.0  NNS --> lakes
2 0.0  NNS --> lifeguards
2 0.0  NNS --> limits
2 0.0  NNS --> lists
2 0.0  NNS --> lunches
2 0.0  NNS --> magazines
2 0.0  NNS --> markers
2 0.0  NNS --> meals
2 0.0  NNS --> measles
2 0.0  NNS --> meat
2 0.0  NNS --> meatballs
2 0.0  NNS --> molars
2 0.0  NNS --> moms
2 0.0  NNS --> mouses
2 0.0  NNS --> mushrooms
2 0.0  NNS --> necks
2 0.0  NNS --> neighbors
2 0.0  NNS --> nickels
2 0.0  NNS --> nuns
2 0.0  NNS --> octopuses
2 0.0  NNS --> olds
2 0.0  NNS --> ostriches
2 0.0  NNS --> outdoors
2 0.0  NNS --> oven
2 0.0  NNS --> owls
2 0.0  NNS --> pats
2 0.0  NNS --> peppers
2 0.0  NNS --> picks
2 0.0  NNS --> plans
2 0.0  NNS --> pliers
2 0.0  NNS --> pods
2 0.0  NNS --> points
2 0.0  NNS --> police
2 0.0  NNS --> policemen
2 0.0  NNS --> polliwogs
2 0.0  NNS --> poops
2 0.0  NNS --> popples
2 0.0  NNS --> radios
2 0.0  NNS --> raindrops
2 0.0  NNS --> rattles
2 0.0  NNS --> razors
2 0.0  NNS --> rhinoceros
2 0.0  NNS --> rhinoceroses
2 0.0  NNS --> riddles
2 0.0  NNS --> rivers
2 0.0  NNS --> rockets
2 0.0  NNS --> roofs
2 0.0  NNS --> rooms
2 0.0  NNS --> ropes
2 0.0  NNS --> roses
2 0.0  NNS --> saltines
2 0.0  NNS --> schools
2 0.0  NNS --> screens
2 0.0  NNS --> sentences
2 0.0  NNS --> sessions
2 0.0  NNS --> shadows
2 0.0  NNS --> shelves
2 0.0  NNS --> shreds
2 0.0  NNS --> sidewalks
2 0.0  NNS --> sinks
2 0.0  NNS --> smokes
2 0.0  NNS --> snaps
2 0.0  NNS --> sniffles
2 0.0  NNS --> snowballs
2 0.0  NNS --> snuggles
2 0.0  NNS --> sons
2 0.0  NNS --> souvenirs
2 0.0  NNS --> spaces
2 0.0  NNS --> spaghettis
2 0.0  NNS --> splits
2 0.0  NNS --> squeaks
2 0.0  NNS --> statues
2 0.0  NNS --> steaks
2 0.0  NNS --> stockings
2 0.0  NNS --> streamers
2 0.0  NNS --> students
2 0.0  NNS --> sugarbabies
2 0.0  NNS --> sweets
2 0.0  NNS --> syllables
2 0.0  NNS --> tantrums
2 0.0  NNS --> teaspoons
2 0.0  NNS --> thoughts
2 0.0  NNS --> thumbs
2 0.0  NNS --> towns
2 0.0  NNS --> trenches
2 0.0  NNS --> trips
2 0.0  NNS --> trumpets
2 0.0  NNS --> tubes
2 0.0  NNS --> tunnels
2 0.0  NNS --> twins
2 0.0  NNS --> unicorns
2 0.0  NNS --> villages
2 0.0  NNS --> violins
2 0.0  NNS --> wipes
2 0.0  NNS --> wives
2 0.0  NNS --> workers
2 0.0  NNS --> wrists
2 0.0  NNS --> yuckies
1 0.0  NNS --> a_and_p
1 0.0  NNS --> acrobats
1 0.0  NNS --> actions
1 0.0  NNS --> adams
1 0.0  NNS --> adventurers
1 0.0  NNS --> advertisements
1 0.0  NNS --> ages
1 0.0  NNS --> aids
1 0.0  NNS --> aisles
1 0.0  NNS --> al-s
1 0.0  NNS --> aminals
1 0.0  NNS --> amoebas
1 0.0  NNS --> amusements
1 0.0  NNS --> anteaters
1 0.0  NNS --> antennae
1 0.0  NNS --> anything
1 0.0  NNS --> arcs
1 0.0  NNS --> arrows
1 0.0  NNS --> arts
1 0.0  NNS --> aspects
1 0.0  NNS --> aspirins
1 0.0  NNS --> athletes
1 0.0  NNS --> babas
1 0.0  NNS --> babytalk
1 0.0  NNS --> backs
1 0.0  NNS --> bakers
1 0.0  NNS --> banana's
1 0.0  NNS --> band_aids
1 0.0  NNS --> banjos
1 0.0  NNS --> banks
1 0.0  NNS --> bao
1 0.0  NNS --> barbies
1 0.0  NNS --> bathtubs
1 0.0  NNS --> beaches
1 0.0  NNS --> beatles
1 0.0  NNS --> bedclothes
1 0.0  NNS --> beehives
1 0.0  NNS --> beers
1 0.0  NNS --> beets
1 0.0  NNS --> beings
1 0.0  NNS --> bellows
1 0.0  NNS --> belly_bat_postersc
1 0.0  NNS --> bellybuttons
1 0.0  NNS --> bills
1 0.0  NNS --> blackberries
1 0.0  NNS --> blouses
1 0.0  NNS --> bluejays
1 0.0  NNS --> bobos
1 0.0  NNS --> book
1 0.0  NNS --> both
1 0.0  NNS --> bowels
1 0.0  NNS --> brains
1 0.0  NNS --> brats
1 0.0  NNS --> bristles
1 0.0  NNS --> buds
1 0.0  NNS --> bulls
1 0.0  NNS --> bumble_bees
1 0.0  NNS --> bumblebees
1 0.0  NNS --> bunches
1 0.0  NNS --> bureaus
1 0.0  NNS --> burgers
1 0.0  NNS --> busses
1 0.0  NNS --> busters
1 0.0  NNS --> buys
1 0.0  NNS --> cacti
1 0.0  NNS --> candies
1 0.0  NNS --> candycanes
1 0.0  NNS --> carbohydrates
1 0.0  NNS --> carpenters
1 0.0  NNS --> carpets
1 0.0  NNS --> cartwheels
1 0.0  NNS --> cases
1 0.0  NNS --> catalogues
1 0.0  NNS --> caterpillars
1 0.0  NNS --> cattle
1 0.0  NNS --> cavemen
1 0.0  NNS --> characters
1 0.0  NNS --> charades
1 0.0  NNS --> charges
1 0.0  NNS --> charms
1 0.0  NNS --> chasers
1 0.0  NNS --> cheers
1 0.0  NNS --> cheeses
1 0.0  NNS --> cheesies
1 0.0  NNS --> childrensn
1 0.0  NNS --> chins
1 0.0  NNS --> choices
1 0.0  NNS --> chop
1 0.0  NNS --> chutes
1 0.0  NNS --> clicks
1 0.0  NNS --> clippers
1 0.0  NNS --> clotheslines
1 0.0  NNS --> clothespins
1 0.0  NNS --> clubs
1 0.0  NNS --> coals
1 0.0  NNS --> coats
1 0.0  NNS --> cockaloos
1 0.0  NNS --> coins
1 0.0  NNS --> colleges
1 0.0  NNS --> collies
1 0.0  NNS --> comicbooks
1 0.0  NNS --> commercials
1 0.0  NNS --> condiments
1 0.0  NNS --> cones
1 0.0  NNS --> confusions
1 0.0  NNS --> controls
1 0.0  NNS --> cookouts
1 0.0  NNS --> copies
1 0.0  NNS --> corduroys
1 0.0  NNS --> cornflakes
1 0.0  NNS --> cottons
1 0.0  NNS --> cramps
1 0.0  NNS --> crazies
1 0.0  NNS --> creams
1 0.0  NNS --> creeks
1 0.0  NNS --> crisscross
1 0.0  NNS --> crocodiles
1 0.0  NNS --> crossbones
1 0.0  NNS --> crows
1 0.0  NNS --> cubbies
1 0.0  NNS --> cushions
1 0.0  NNS --> customers
1 0.0  NNS --> cutouts
1 0.0  NNS --> cuttings
1 0.0  NNS --> cylinders
1 0.0  NNS --> dadadasb
1 0.0  NNS --> darlings
1 0.0  NNS --> darts
1 0.0  NNS --> data
1 0.0  NNS --> derricks
1 0.0  NNS --> dese
1 0.0  NNS --> detectors
1 0.0  NNS --> dey
1 0.0  NNS --> disguises
1 0.0  NNS --> disks
1 0.0  NNS --> divers
1 0.0  NNS --> doorbells
1 0.0  NNS --> doubles
1 0.0  NNS --> drawings
1 0.0  NNS --> drums
1 0.0  NNS --> dunes
1 0.0  NNS --> dungarees
1 0.0  NNS --> duties
1 0.0  NNS --> dwarfs
1 0.0  NNS --> eagles
1 0.0  NNS --> eardrums
1 0.0  NNS --> earmuffs
1 0.0  NNS --> earplugs
1 0.0  NNS --> easels
1 0.0  NNS --> economics
1 0.0  NNS --> effects
1 0.0  NNS --> eggplants
1 0.0  NNS --> elastics
1 0.0  NNS --> encores
1 0.0  NNS --> ens
1 0.0  NNS --> events
1 0.0  NNS --> everybody
1 0.0  NNS --> everythings
1 0.0  NNS --> exciting
1 0.0  NNS --> excuses
1 0.0  NNS --> expressions
1 0.0  NNS --> eyeballs
1 0.0  NNS --> eyeglasses
1 0.0  NNS --> eyelashes
1 0.0  NNS --> fans
1 0.0  NNS --> farmers
1 0.0  NNS --> farms
1 0.0  NNS --> farts
1 0.0  NNS --> filters
1 0.0  NNS --> fireengines
1 0.0  NNS --> firefighters
1 0.0  NNS --> fits
1 0.0  NNS --> fizzies
1 0.0  NNS --> fleas
1 0.0  NNS --> flights
1 0.0  NNS --> flintstones
1 0.0  NNS --> floors
1 0.0  NNS --> florets
1 0.0  NNS --> floss
1 0.0  NNS --> footprints
1 0.0  NNS --> forests
1 0.0  NNS --> frenchfries
1 0.0  NNS --> frog
1 0.0  NNS --> funnels
1 0.0  NNS --> furnaces
1 0.0  NNS --> gallons
1 0.0  NNS --> gamblers
1 0.0  NNS --> gates
1 0.0  NNS --> gazelles
1 0.0  NNS --> gears
1 0.0  NNS --> gems
1 0.0  NNS --> gentlemen
1 0.0  NNS --> giants
1 0.0  NNS --> gifts
1 0.0  NNS --> gl
1 0.0  NNS --> goldilocks
1 0.0  NNS --> gonna
1 0.0  NNS --> gorilla's
1 0.0  NNS --> grandmothers
1 0.0  NNS --> grasshoppers
1 0.0  NNS --> green
1 0.0  NNS --> groups
1 0.0  NNS --> guards
1 0.0  NNS --> guitars
1 0.0  NNS --> gutcht
1 0.0  NNS --> guts
1 0.0  NNS --> gypsies
1 0.0  NNS --> hairpins
1 0.0  NNS --> halls
1 0.0  NNS --> halos
1 0.0  NNS --> hampsters
1 0.0  NNS --> handmedowns
1 0.0  NNS --> happies
1 0.0  NNS --> headaches
1 0.0  NNS --> headbands
1 0.0  NNS --> headlights
1 0.0  NNS --> hedges
1 0.0  NNS --> helicopters
1 0.0  NNS --> hen
1 0.0  NNS --> hi
1 0.0  NNS --> highchairs
1 0.0  NNS --> hippopotamus
1 0.0  NNS --> hips
1 0.0  NNS --> hits
1 0.0  NNS --> hl
1 0.0  NNS --> hl-s
1 0.0  NNS --> hoodsies
1 0.0  NNS --> hoops
1 0.0  NNS --> hopes
1 0.0  NNS --> hoses
1 0.0  NNS --> hossies
1 0.0  NNS --> hotdogs
1 0.0  NNS --> hotels
1 0.0  NNS --> house
1 0.0  NNS --> huggings
1 0.0  NNS --> humps
1 0.0  NNS --> hurdles
1 0.0  NNS --> hws
1 0.0  NNS --> i
1 0.0  NNS --> idiots
1 0.0  NNS --> images
1 0.0  NNS --> imaginations
1 0.0  NNS --> inlaws
1 0.0  NNS --> insects
1 0.0  NNS --> insides
1 0.0  NNS --> intentions
1 0.0  NNS --> jacks
1 0.0  NNS --> jars
1 0.0  NNS --> joes
1 0.0  NNS --> jowls
1 0.0  NNS --> joys
1 0.0  NNS --> kindergarten
1 0.0  NNS --> kissings
1 0.0  NNS --> kitchens
1 0.0  NNS --> kites
1 0.0  NNS --> kitten
1 0.0  NNS --> knicknacks
1 0.0  NNS --> knittingsn
1 0.0  NNS --> ladyslippers
1 0.0  NNS --> lamps
1 0.0  NNS --> landscapers
1 0.0  NNS --> laps
1 0.0  NNS --> lashes
1 0.0  NNS --> laughs
1 0.0  NNS --> layers
1 0.0  NNS --> lazybones
1 0.0  NNS --> leaks
1 0.0  NNS --> leggies
1 0.0  NNS --> lemme
1 0.0  NNS --> likes
1 0.0  NNS --> listeners
1 0.0  NNS --> lizards
1 0.0  NNS --> lollypops
1 0.0  NNS --> looks
1 0.0  NNS --> loop_loops
1 0.0  NNS --> loops
1 0.0  NNS --> lulls
1 0.0  NNS --> lumps
1 0.0  NNS --> lungs
1 0.0  NNS --> magnadoodles
1 0.0  NNS --> magnets
1 0.0  NNS --> majors
1 0.0  NNS --> mans
1 0.0  NNS --> masks
1 0.0  NNS --> massages
1 0.0  NNS --> masts
1 0.0  NNS --> medicines
1 0.0  NNS --> members
1 0.0  NNS --> mens
1 0.0  NNS --> messes
1 0.0  NNS --> metals
1 0.0  NNS --> milkmen
1 0.0  NNS --> minnows
1 0.0  NNS --> mints
1 0.0  NNS --> minutes>
1 0.0  NNS --> mirrors
1 0.0  NNS --> moccasins
1 0.0  NNS --> modes
1 0.0  NNS --> molds
1 0.0  NNS --> moments
1 0.0  NNS --> mommas
1 0.0  NNS --> moneys
1 0.0  NNS --> more
1 0.0  NNS --> mores
1 0.0  NNS --> most
1 0.0  NNS --> moths
1 0.0  NNS --> mousies
1 0.0  NNS --> movers
1 0.0  NNS --> mufflers
1 0.0  NNS --> munchkins
1 0.0  NNS --> necessities
1 0.0  NNS --> neckties
1 0.0  NNS --> negatives
1 0.0  NNS --> nerves
1 0.0  NNS --> newscasts
1 0.0  NNS --> newspapers
1 0.0  NNS --> nicknames
1 0.0  NNS --> nieces
1 0.0  NNS --> nightgowns
1 0.0  NNS --> nosies
1 0.0  NNS --> notebooks
1 0.0  NNS --> nouns
1 0.0  NNS --> o's
1 0.0  NNS --> objects
1 0.0  NNS --> observers
1 0.0  NNS --> ol-s
1 0.0  NNS --> oops
1 0.0  NNS --> ounces
1 0.0  NNS --> outfits
1 0.0  NNS --> overalles
1 0.0  NNS --> packs
1 0.0  NNS --> pails
1 0.0  NNS --> pains
1 0.0  NNS --> painters
1 0.0  NNS --> paintings
1 0.0  NNS --> pairs
1 0.0  NNS --> pajammies
1 0.0  NNS --> pampers
1 0.0  NNS --> pandas
1 0.0  NNS --> parers
1 0.0  NNS --> peices
1 0.0  NNS --> pets
1 0.0  NNS --> petticoats
1 0.0  NNS --> phones
1 0.0  NNS --> pickings
1 0.0  NNS --> picnics
1 0.0  NNS --> pingpongs
1 0.0  NNS --> pinks
1 0.0  NNS --> pinwheels
1 0.0  NNS --> plays
1 0.0  NNS --> playthings
1 0.0  NNS --> plugs
1 0.0  NNS --> ponytails
1 0.0  NNS --> poodles
1 0.0  NNS --> poopies
1 0.0  NNS --> poopoos
1 0.0  NNS --> pops
1 0.0  NNS --> potatos
1 0.0  NNS --> prayers
1 0.0  NNS --> presidents
1 0.0  NNS --> prices
1 0.0  NNS --> prickles
1 0.0  NNS --> princesses
1 0.0  NNS --> prisoners
1 0.0  NNS --> products
1 0.0  NNS --> propellers
1 0.0  NNS --> punchers
1 0.0  NNS --> pups
1 0.0  NNS --> quackerswp
1 0.0  NNS --> quintuplets
1 0.0  NNS --> raccoons
1 0.0  NNS --> racers
1 0.0  NNS --> rakes
1 0.0  NNS --> ramblers
1 0.0  NNS --> rates
1 0.0  NNS --> reasons
1 0.0  NNS --> recipes
1 0.0  NNS --> reels
1 0.0  NNS --> refrigerators
1 0.0  NNS --> reins
1 0.0  NNS --> releases
1 0.0  NNS --> repairs
1 0.0  NNS --> repeats
1 0.0  NNS --> requests
1 0.0  NNS --> rhymes
1 0.0  NNS --> riverboats
1 0.0  NNS --> robbers
1 0.0  NNS --> rosies
1 0.0  NNS --> rows
1 0.0  NNS --> runs
1 0.0  NNS --> saddles
1 0.0  NNS --> sailboats
1 0.0  NNS --> sails
1 0.0  NNS --> saleswomen
1 0.0  NNS --> sands
1 0.0  NNS --> santas
1 0.0  NNS --> sardines
1 0.0  NNS --> savers
1 0.0  NNS --> schedules
1 0.0  NNS --> scoops
1 0.0  NNS --> scooters
1 0.0  NNS --> scraps
1 0.0  NNS --> screams
1 0.0  NNS --> seatbelts
1 0.0  NNS --> semirejects
1 0.0  NNS --> sets
1 0.0  NNS --> sevens
1 0.0  NNS --> sewers
1 0.0  NNS --> shavings
1 0.0  NNS --> shears
1 0.0  NNS --> sheeps
1 0.0  NNS --> ships
1 0.0  NNS --> shops
1 0.0  NNS --> shortsleeves
1 0.0  NNS --> shots
1 0.0  NNS --> shows
1 0.0  NNS --> shrubs
1 0.0  NNS --> shutters
1 0.0  NNS --> sips
1 0.0  NNS --> sixes
1 0.0  NNS --> skateboards
1 0.0  NNS --> skills
1 0.0  NNS --> skirts
1 0.0  NNS --> sliding_stairsc
1 0.0  NNS --> slips
1 0.0  NNS --> slots
1 0.0  NNS --> smartalecs
1 0.0  NNS --> smiles
1 0.0  NNS --> snappers
1 0.0  NNS --> sneaks
1 0.0  NNS --> sneezes
1 0.0  NNS --> sneezies
1 0.0  NNS --> soakies
1 0.0  NNS --> spaceships
1 0.0  NNS --> spades
1 0.0  NNS --> spankings
1 0.0  NNS --> speakers
1 0.0  NNS --> spears
1 0.0  NNS --> spiders
1 0.0  NNS --> spikes
1 0.0  NNS --> spines
1 0.0  NNS --> spokes
1 0.0  NNS --> spooks
1 0.0  NNS --> spoonfuls
1 0.0  NNS --> stabilizers
1 0.0  NNS --> stacks
1 0.0  NNS --> stands
1 0.0  NNS --> stewardesses
1 0.0  NNS --> strands
1 0.0  NNS --> strangers
1 0.0  NNS --> straps
1 0.0  NNS --> streets
1 0.0  NNS --> studies
1 0.0  NNS --> stuff
1 0.0  NNS --> stuffs
1 0.0  NNS --> submarines
1 0.0  NNS --> subways
1 0.0  NNS --> suds
1 0.0  NNS --> sugars
1 0.0  NNS --> suitcases
1 0.0  NNS --> sunflowers
1 0.0  NNS --> swans
1 0.0  NNS --> sweatshirts
1 0.0  NNS --> sweeps
1 0.0  NNS --> sweetie
1 0.0  NNS --> switches
1 0.0  NNS --> swords
1 0.0  NNS --> symbols
1 0.0  NNS --> tablespoons
1 0.0  NNS --> talents
1 0.0  NNS --> taps
1 0.0  NNS --> tassels
1 0.0  NNS --> teacups
1 0.0  NNS --> techniques
1 0.0  NNS --> teeteesc
1 0.0  NNS --> temperatures
1 0.0  NNS --> tens
1 0.0  NNS --> tents
1 0.0  NNS --> there
1 0.0  NNS --> this
1 0.0  NNS --> thomas
1 0.0  NNS --> thorns
1 0.0  NNS --> thousands
1 0.0  NNS --> tickets
1 0.0  NNS --> tippytoes
1 0.0  NNS --> tips
1 0.0  NNS --> toetoes
1 0.0  NNS --> toothpicks
1 0.0  NNS --> tortoises
1 0.0  NNS --> touches
1 0.0  NNS --> tours
1 0.0  NNS --> tractors
1 0.0  NNS --> trailers
1 0.0  NNS --> trainers
1 0.0  NNS --> tramps
1 0.0  NNS --> treasures
1 0.0  NNS --> treats
1 0.0  NNS --> tressels
1 0.0  NNS --> trials
1 0.0  NNS --> tricycles
1 0.0  NNS --> troops
1 0.0  NNS --> troublemakers
1 0.0  NNS --> trunks
1 0.0  NNS --> tshirts
1 0.0  NNS --> tumbles
1 0.0  NNS --> turkeys
1 0.0  NNS --> turnovers
1 0.0  NNS --> tutu
1 0.0  NNS --> tvs
1 0.0  NNS --> typewriters
1 0.0  NNS --> umpty_dumpsn
1 0.0  NNS --> uncle
1 0.0  NNS --> uncles
1 0.0  NNS --> ups
1 0.0  NNS --> vacations
1 0.0  NNS --> vaccinations
1 0.0  NNS --> vaccines
1 0.0  NNS --> veggies
1 0.0  NNS --> versions
1 0.0  NNS --> voices
1 0.0  NNS --> wakes
1 0.0  NNS --> warnings
1 0.0  NNS --> washcloths
1 0.0  NNS --> wednesdays
1 0.0  NNS --> weeds
1 0.0  NNS --> wegos
1 0.0  NNS --> weights
1 0.0  NNS --> wheaties
1 0.0  NNS --> winters
1 0.0  NNS --> wolves
1 0.0  NNS --> workmen
1 0.0  NNS --> worlds
1 0.0  NNS --> xxx
1 0.0  NNS --> yaks
1 0.0  NNS --> you
1 0.0  NNS --> yoyo
1 0.0  NNS --> zits
12974 0.0  NOT --> n't
3329 0.0  NOT --> not
37 0.0  NOT --> no
17 0.0  NOT --> n
4 0.0  NOT --> 't
1 0.0  NOT --> nt
1 0.0  NOT --> nu
690 0.0  PDT --> all
61 0.0  PDT --> such
8 0.0  PDT --> half
4 0.0  PDT --> quite
2 0.0  PDT --> both
2 0.0  PDT --> the
1 0.0  PDT --> that
2462 0.0  POS --> 's
26 0.0  POS --> '
1 0.0  POS --> yours
45970 0.0  PRP --> you
21365 0.0  PRP --> it
17400 0.0  PRP --> i
6930 0.0  PRP --> he
6428 0.0  PRP --> we
4900 0.0  PRP --> she
4410 0.0  PRP --> they
4184 0.0  PRP --> me
2435 0.0  PRP --> them
1885 0.0  PRP --> 's
1749 0.0  PRP --> him
1509 0.0  PRP --> her
1350 0.0  PRP --> ya
303 0.0  PRP --> em
289 0.0  PRP --> us
266 0.0  PRP --> yourself
159 0.0  PRP --> cha
62 0.0  PRP --> mine
52 0.0  PRP --> yours
44 0.0  PRP --> himself
44 0.0  PRP --> one
40 0.0  PRP --> myself
17 0.0  PRP --> herself
16 0.0  PRP --> itself
13 0.0  PRP --> chu
10 0.0  PRP --> his
10 0.0  PRP --> themselves
10 0.0  PRP --> your
7 0.0  PRP --> hers
7 0.0  PRP --> u
6 0.0  PRP --> ja
6 0.0  PRP --> y'
4 0.0  PRP --> 0i
4 0.0  PRP --> ours
3 0.0  PRP --> lot
3 0.0  PRP --> ourselves
2 0.0  PRP --> 0you
2 0.0  PRP --> baby
2 0.0  PRP --> ju
2 0.0  PRP --> my
2 0.0  PRP --> the
2 0.0  PRP --> these
1 0.0  PRP --> [th]em
1 0.0  PRP --> a
1 0.0  PRP --> both
1 0.0  PRP --> choo
1 0.0  PRP --> chou
1 0.0  PRP --> daddy
1 0.0  PRP --> dat
1 0.0  PRP --> here
1 0.0  PRP --> if
1 0.0  PRP --> in
1 0.0  PRP --> jou
1 0.0  PRP --> mama
1 0.0  PRP --> mommy
1 0.0  PRP --> ourself
1 0.0  PRP --> scoot
1 0.0  PRP --> thei
1 0.0  PRP --> theirs
1 0.0  PRP --> there
1 0.0  PRP --> yas
1 0.0  PRP --> you>
1 0.0  PRP --> youse
7829 0.0  PRP$ --> your
2183 0.0  PRP$ --> my
1529 0.0  PRP$ --> his
1159 0.0  PRP$ --> her
255 0.0  PRP$ --> their
247 0.0  PRP$ --> our
131 0.0  PRP$ --> yours
97 0.0  PRP$ --> mine
28 0.0  PRP$ --> its
19 0.0  PRP$ --> hers
7 0.0  PRP$ --> you
6 0.0  PRP$ --> ya
3 0.0  PRP$ --> it
2 0.0  PRP$ --> ours
2 0.0  PRP$ --> theirs
2 0.0  PRP$ --> thy
1 0.0  PRP$ --> 's
1 0.0  PRP$ --> m0y
1 0.0  PRP$ --> minesn
1 0.0  PRP$ --> own
1 0.0  PRP$ --> them
1 0.0  PRP$ --> yer
4440 0.0  RB --> here
3171 0.0  RB --> there
3064 0.0  RB --> now
2128 0.0  RB --> just
1964 0.0  RB --> too
1502 0.0  RB --> right
1390 0.0  RB --> so
1313 0.0  RB --> else
1288 0.0  RB --> then
1195 0.0  RB --> very
1061 0.0  RB --> up
1014 0.0  RB --> all
1000 0.0  RB --> down
856 0.0  RB --> over
841 0.0  RB --> well
697 0.0  RB --> really
686 0.0  RB --> out
646 0.0  RB --> again
606 0.0  RB --> maybe
570 0.0  RB --> back
486 0.0  RB --> today
451 0.0  RB --> first
359 0.0  RB --> still
329 0.0  RB --> only
321 0.0  RB --> pretty
309 0.0  RB --> around
300 0.0  RB --> yesterday
293 0.0  RB --> better
284 0.0  RB --> yet
274 0.0  RB --> even
274 0.0  RB --> never
252 0.0  RB --> though
230 0.0  RB --> almost
227 0.0  RB --> already
222 0.0  RB --> outside
210 0.0  RB --> in
206 0.0  RB --> probably
205 0.0  RB --> always
200 0.0  RB --> later
191 0.0  RB --> ever
185 0.0  RB --> away
177 0.0  RB --> about
169 0.0  RB --> ahead
158 0.0  RB --> much
147 0.0  RB --> together
128 0.0  RB --> either
124 0.0  RB --> home
124 0.0  RB --> sometimes
120 0.0  RB --> inside
119 0.0  RB --> as
116 0.0  RB --> on
111 0.0  RB --> upstairs
102 0.0  RB --> way
99 0.0  RB --> tonight
95 0.0  RB --> before
95 0.0  RB --> usually
94 0.0  RB --> soon
91 0.0  RB --> enough
91 0.0  RB --> once
90 0.0  RB --> far
90 0.0  RB --> somewhere
89 0.0  RB --> tomorrow
85 0.0  RB --> anyway
82 0.0  RB --> anymore
77 0.0  RB --> real
76 0.0  RB --> ago
76 0.0  RB --> sure
75 0.0  RB --> any
75 0.0  RB --> hard
74 0.0  RB --> quite
70 0.0  RB --> downstairs
69 0.0  RB --> actually
67 0.0  RB --> fast
67 0.0  RB --> perhaps
67 0.0  RB --> that
66 0.0  RB --> instead
64 0.0  RB --> n't
64 0.0  RB --> round
60 0.0  RB --> long
58 0.0  RB --> not
55 0.0  RB --> at
53 0.0  RB --> off
52 0.0  RB --> upside
51 0.0  RB --> no
49 0.0  RB --> backwards
47 0.0  RB --> sometime
45 0.0  RB --> next
44 0.0  RB --> also
41 0.0  RB --> apart
37 0.0  RB --> anywhere
37 0.0  RB --> awfully
37 0.0  RB --> carefully
36 0.0  RB --> early
36 0.0  RB --> good
34 0.0  RB --> ere
33 0.0  RB --> certainly
32 0.0  RB --> rather
31 0.0  RB --> gently
30 0.0  RB --> exactly
30 0.0  RB --> straight
29 0.0  RB --> of
28 0.0  RB --> finally
25 0.0  RB --> late
23 0.0  RB --> dere
23 0.0  RB --> easy
22 0.0  RB --> come
22 0.0  RB --> little
22 0.0  RB --> nicely
21 0.0  RB --> alright
21 0.0  RB --> close
21 0.0  RB --> kind
20 0.0  RB --> afterwards
20 0.0  RB --> quickly
19 0.0  RB --> along
19 0.0  RB --> otherwise
19 0.0  RB --> twice
18 0.0  RB --> lately
17 0.0  RB --> properly
16 0.0  RB --> alone
16 0.0  RB --> quick
15 0.0  RB --> everywhere
15 0.0  RB --> someday
15 0.0  RB --> through
14 0.0  RB --> easily
14 0.0  RB --> hardly
14 0.0  RB --> high
14 0.0  RB --> some
13 0.0  RB --> awful
13 0.0  RB --> loud
13 0.0  RB --> tight
12 0.0  RB --> upsidedown
11 0.0  RB --> across
11 0.0  RB --> definitely
11 0.0  RB --> indeed
10 0.0  RB --> after
