utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected
UTT_014364,ELI,1;05.10,EXP,da go pusna li ?,"['da', 'go', 'pusna', 'li', '?']","['da', 'go', 'pusna', 'li', '?']","['da', 'go', 'pusna', 'li']",4,Да го пусна ли ?,"['да', 'го', 'пусна', 'ли']",Да го пусна ли ?,Да го пусна ли ?,Да го пусна ли ?
UTT_020134,SIM,1;05.02,SIM,tata [: vratata] tori [: zatvorena] .,"['vratata', 'zatvorena', '.']","['vratata', 'zatvorena', '.']","['vratata', 'zatvorena']",2,Тата [: вратата] тори [: затворена] .,"['тата', 'вратата', 'тори', 'затворена']",Тата тори .,вратата затворена .,Вратата затворена .
UTT_043438,TEF,2;04.21,VEL,kakvo ?,"['kakvo', '?']","['kakvo', '?']",['kakvo'],1,Какво ?,['какво'],Какво ?,Какво ?,Какво ?
UTT_009901,BOG,2;04.05,IRE,a tova pomnish li kakvo beshe ?,"['a', 'tova', 'pomnish', 'li', 'kakvo', 'beshe', '?']","['a', 'tova', 'pomnish', 'li', 'kakvo', 'beshe', '?']","['a', 'tova', 'pomnish', 'li', 'kakvo', 'beshe']",6,А това помниш ли какво беше ?,"['а', 'това', 'помниш', 'ли', 'какво', 'беше']",А това помниш ли какво беше ?,А това помниш ли какво беше ?,А това помниш ли какво беше ?
UTT_019219,ELI,1;07.22,BOR,kakvo tati .,"['kakvo', 'tati', '.']","['kakvo', 'tati', '.']","['kakvo', 'tati']",2,Какво тати .,"['какво', 'тати']",Какво тати .,Какво тати .,Какво тати .
UTT_025065,SIM,1;09.03,SIM,"chiko [: chichko], chiko [: chichko], chiko [: chichko], chiko [: chichko] .","['chichko', ',', 'chichko', ',', 'chichko', ',', 'chichko', '.']","['chichko', ',', 'chichko', ',', 'chichko', ',', 'chichko', '.']","['chichko', 'chichko', 'chichko', 'chichko']",4,"Чико [: чичко], чико [: чичко], чико [: чичко], чико [: чичко] .","['чико', 'чичко', 'чико', 'чичко', 'чико', 'чичко', 'чико', 'чичко']","Чико , чико , чико , чико .",чичко чичко чичко чичко .,"чичко , чичко , чичко , чичко ."
UTT_013021,ELI,1;03.02,EXP,"daj na didi da papa, mamo .","['daj', 'na', 'didi', 'da', 'papa', ',', 'mamo', '.']","['daj', 'na', 'didi', 'da', 'papa', ',', 'mamo', '.']","['daj', 'na', 'didi', 'da', 'papa', 'mamo']",6,"Дай на диди да папа, мамо .","['дай', 'на', 'диди', 'да', 'папа', 'мамо']","Дай на диди да папа , мамо .","Дай на диди да папа , мамо .","Дай на диди да папа , мамо ."
UTT_009063,BOG,2;02.27,IRE,edno kakvo ?,"['edno', 'kakvo', '?']","['edno', 'kakvo', '?']","['edno', 'kakvo']",2,Едно какво ?,"['едно', 'какво']",Едно какво ?,Едно какво ?,Едно какво ?
UTT_033291,SIM,2;06.14,PLA,zashto da sa cherveni?,"['zashto', 'da', 'sa', 'cherven', '?']","['zashto', 'da', 'sa', 'cherven', '?']","['zashto', 'da', 'sa', 'cherven']",4,Защо да са червени?,"['защо', 'да', 'са', 'червени']",Защо да са червени ?,Защо да са червени ?,Защо да са червени ?
UTT_006553,ALE,2;03.12,ALE,"mamo, daj ja na mene taja obichka !","['mamo', ',', 'daj', 'ja', 'na', 'mene', 'taja', 'obichka', '!']","['mamo', ',', 'daj', 'ja', 'na', 'mene', 'taja', 'obichka', '!']","['mamo', 'daj', 'ja', 'na', 'mene', 'taja', 'obichka']",7,"Мамо, дай я на мене тая обичка !","['мамо', 'дай', 'я', 'на', 'мене', 'тая', 'обичка']","Мамо , дай я на мене тая обичка !","Мамо , дай я на мене тая обичка !","Мамо , дай я на мене тая обичка !"
UTT_034084,SIM,2;07.00,SIM,iskam da mu gi vzemesh.,"['iskam', 'da', 'mu', 'gi', 'vzemesh', '.']","['iskam', 'da', 'mu', 'gi', 'vzemesh', '.']","['iskam', 'da', 'mu', 'gi', 'vzemesh']",5,Искам да му ги вземеш.,"['искам', 'да', 'му', 'ги', 'вземеш']",Искам да му ги вземеш .,Искам да му ги вземеш .,Искам да му ги вземеш .
UTT_026355,SIM,1;09.24,SIM,"uh, trudno, uh, trudno .","['uh', ',', 'trudno', ',', 'uh', ',', 'trudno', '.']","['uh', ',', 'trudno', ',', 'uh', ',', 'trudno', '.']","['uh', 'trudno', 'uh', 'trudno']",4,"Ух, трудно, ух, трудно .","['ух', 'трудно', 'ух', 'трудно']","Ух , трудно , ух , трудно .","Ух , трудно , ух , трудно .","Ух , трудно , ух , трудно ."
UTT_039716,TEF,2;00.09,BAB,"tete, ti kakvo iskash Djado Mraz da ti donese ?","['tete', ',', 'ti', 'kakvo', 'iskash', 'Djado', 'Mraz', 'da', 'ti', 'donese', '?']","['tete', ',', 'ti', 'kakvo', 'iskash', 'djado', 'mraz', 'da', 'ti', 'donese', '?']","['tete', 'ti', 'kakvo', 'iskash', 'djado', 'mraz', 'da', 'ti', 'donese']",9,"Тете, ти какво искаш дядо мраз да ти донесе ?","['тете', 'ти', 'какво', 'искаш', 'дядо', 'мраз', 'да', 'ти', 'донесе']","Тете , ти какво искаш дядо мраз да ти донесе ?","Тете , ти какво искаш дядо мраз да ти донесе ?","Тете , ти какво искаш дядо мраз да ти донесе ?"
UTT_026558,SIM,1;10.01,PLA,kakvo pravixme vinoto ?,"['kakvo', 'pravixme', 'vinoto', '?']","['kakvo', 'pravixme', 'vinoto', '?']","['kakvo', 'pravixme', 'vinoto']",3,Какво правиxме виното ?,"['какво', 'правиxме', 'виното']",Какво правиxме виното ?,Какво правиxме виното ?,Какво правиxме виното ?
UTT_000104,ALE,1;01.29,VEL,koj e tuka ?,"['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka']",3,Кой е тука ?,"['кой', 'е', 'тука']",Кой е тука ?,Кой е тука ?,Кой е тука ?
UTT_036034,SIM,2;10.03,SIM,"aa, vizh!","['aa', ',', 'vizh!']","['aa', ',', 'vizh!']","['aa', 'vizh!']",2,"Аа, виж!","['аа', 'виж']","Аа , виж !","Аа , виж !","Аа , виж !"
UTT_037133,SIM,3;00.01,SIM,"mamo, iskam da pusna vlaka na relsite.","['mamo', ',', 'iskam', 'da', 'pusna', 'vlaka', 'na', 'relsite', '.']","['mamo', ',', 'iskam', 'da', 'pusna', 'vlaka', 'na', 'relsite', '.']","['mamo', 'iskam', 'da', 'pusna', 'vlaka', 'na', 'relsite']",7,"Мамо, искам да пусна влака на релсите.","['мамо', 'искам', 'да', 'пусна', 'влака', 'на', 'релсите']","Мамо , искам да пусна влака на релсите .","Мамо , искам да пусна влака на релсите .","Мамо , искам да пусна влака на релсите ."
UTT_027557,SIM,1;10.27,SIM,guuush .,"['guuush', '.']","['guuush', '.']",['guuush'],1,Гуууш .,['гуууш'],Гуууш .,Гуууш .,Гуууш .
UTT_027488,SIM,1;10.23,PLA,tova e parchence ot salama .,"['tova', 'e', 'parchence', 'ot', 'salama', '.']","['tova', 'e', 'parchence', 'ot', 'salama', '.']","['tova', 'e', 'parchence', 'ot', 'salama']",5,Това е парченце от салама .,"['това', 'е', 'парченце', 'от', 'салама']",Това е парченце от салама .,Това е парченце от салама .,Това е парченце от салама .
UTT_025078,SIM,1;09.03,PLA,na snimkata koj beshe ?,"['na', 'snimkata', 'koj', 'beshe', '?']","['na', 'snimkata', 'koj', 'beshe', '?']","['na', 'snimkata', 'koj', 'beshe']",4,На снимката кой беше ?,"['на', 'снимката', 'кой', 'беше']",На снимката кой беше ?,На снимката кой беше ?,На снимката кой беше ?
UTT_036983,SIM,2;11.24,PLA,"dnes kakvo mi kaza, che iskash da preglezhdash?","['dnes', 'kakvo', 'mi', 'kaza', ',', 'che', 'iskash', 'da', 'preglezhdas', '?']","['dnes', 'kakvo', 'mi', 'kaza', ',', 'che', 'iskash', 'da', 'preglezhdas', '?']","['dnes', 'kakvo', 'mi', 'kaza', 'che', 'iskash', 'da', 'preglezhdas']",8,"Днес какво ми каза, че искаш да преглеждаш?","['днес', 'какво', 'ми', 'каза', 'че', 'искаш', 'да', 'преглеждаш']","Днес какво ми каза , че искаш да преглеждаш ?","Днес какво ми каза , че искаш да преглеждаш ?","Днес какво ми каза , че искаш да преглеждаш ?"
UTT_007880,BOG,2;01.09,BOG,xxx mamika [: maminka] sika [: sijka] .,"['maminka', 'sijka', '.']","['maminka', 'sijka', '.']","['maminka', 'sijka']",2,Xxx мамика [: маминка] сика [: сийка] .,"['мамика', 'маминка', 'сика', 'сийка']",Xxx мамика сика .,Xxx маминка сийка .,Xxx маминка сийка .
UTT_017372,ELI,1;07.03,EXP,tuka dyrzhi zajko .,"['tuka', 'dyrzhi', 'zajko', '.']","['tuka', 'dyrzhi', 'zajko', '.']","['tuka', 'dyrzhi', 'zajko']",3,Тука държи зайко .,"['тука', 'държи', 'зайко']",Тука държи зайко .,Тука държи зайко .,Тука държи зайко .
UTT_031365,SIM,2;04.00,SIM,tja e tam gore baba.,"['tja', 'e', 'tam', 'gore', 'baba', '.']","['tja', 'e', 'tam', 'gore', 'baba', '.']","['tja', 'e', 'tam', 'gore', 'baba']",5,Тя е там горе баба.,"['тя', 'е', 'там', 'горе', 'баба']",Тя е там горе баба .,Тя е там горе баба .,Тя е там горе баба .
UTT_029989,SIM,2;02.14,PLA,toj bez da iska.,"['toj', 'bez', 'da', 'iska', '.']","['toj', 'bez', 'da', 'iska', '.']","['toj', 'bez', 'da', 'iska']",4,Той без да иска.,"['той', 'без', 'да', 'иска']",Той без да иска .,Той без да иска .,Той без да иска .
UTT_017417,ELI,1;07.03,EXP,"xajde, obyrni se .","['xajde', ',', 'obyrni', 'se', '.']","['xajde', ',', 'obyrni', 'se', '.']","['xajde', 'obyrni', 'se']",3,"Xайде, обърни се .","['xайде', 'обърни', 'се']","Xайде , обърни се .","Xайде , обърни се .","Xайде , обърни се ."
UTT_008306,BOG,2;01.12,BOG,oshe [: oshte] enna [: edna] mama kava [: krava] ?,"['oshte', 'edna', 'mama', 'krava', '?']","['oshte', 'edna', 'mama', 'krava', '?']","['oshte', 'edna', 'mama', 'krava']",4,Оше [: още] енна [: една] мама кава [: крава] ?,"['оше', 'още', 'енна', 'една', 'мама', 'кава', 'крава']",Оше енна мама кава ?,още една мама крава ?,Още една мама крава ?
UTT_003491,ALE,1;08.22,ALE,pinceska [: princeska] .,"['princeska', '.']","['princeska', '.']",['princeska'],1,Пинцеска [: принцеска] .,"['пинцеска', 'принцеска']",Пинцеска .,принцеска .,Принцеска .
UTT_032332,SIM,2;05.28,SIM,"ej, tam e po zemjata, az shte go vdigna s mojta palka.","['ej', ',', 'tam', 'e', 'po', 'zemjata', ',', 'az', 'shte', 'go', 'vdigna', 's', 'mojta', 'palka', '.']","['ej', ',', 'tam', 'e', 'po', 'zemjata', ',', 'az', 'shte', 'go', 'vdigna', 's', 'mojta', 'palka', '.']","['ej', 'tam', 'e', 'po', 'zemjata', 'az', 'shte', 'go', 'vdigna', 's', 'mojta', 'palka']",12,"Ей, там е по земята, аз ще го вдигна с мойта палка.","['ей', 'там', 'е', 'по', 'земята', 'аз', 'ще', 'го', 'вдигна', 'с', 'мойта', 'палка']","Ей , там е по земята , аз ще го вдигна с мойта палка .","Ей , там е по земята , аз ще го вдигна с мойта палка .","Ей , там е по земята , аз ще го вдигна с мойта палка ."
UTT_021805,SIM,1;06.27,SIM,ejj mama !,"['ejj', 'mama', '!']","['ejj', 'mama', '!']","['ejj', 'mama']",2,Ейй мама !,"['ейй', 'мама']",Ейй мама !,Ейй мама !,Ейй мама !
UTT_041346,TEF,2;01.16,TEF,zapjadaj [: zapovjadaj] de [: dve] !,"['zapovjadaj', 'dve', '!']","['zapovjadaj', 'dve', '!']","['zapovjadaj', 'dve']",2,Запядай [: заповядай] де [: две] !,"['запядай', 'заповядай', 'де', 'две']",Запядай де !,заповядай две !,Заповядай две !
UTT_020894,SIM,1;05.18,PLA,kokoko [: kokoshka] snasjat jajca .,"['kokoshka', 'snasjat', 'jajca', '.']","['kokoshka', 'snasjat', 'jajca', '.']","['kokoshka', 'snasjat', 'jajca']",3,Кококо [: кокошка] снасят яйца .,"['кококо', 'кокошка', 'снасят', 'яйца']",Кококо снасят яйца .,кокошка снасят яйца .,Кококо снасят яйца .
UTT_029158,SIM,2;00.26,SIM,snimka a [: na] Kaljancho [: Kalojancho].,"['snimka', 'na', 'Kalojancho', '.']","['snimka', 'na', 'kalojancho', '.']","['snimka', 'na', 'kalojancho']",3,Снимка а [: на] калянчо [: калоянчо].,"['снимка', 'а', 'на', 'калянчо', 'калоянчо']",Снимка а калянчо .,Снимка на калоянчо,Снимка на калоянчо
UTT_023736,SIM,1;08.10,SIM,"pokite [: plochkite] deno [: studeno], deno [: studeno] .","['plochkite', 'studeno', ',', 'studeno', '.']","['plochkite', 'studeno', ',', 'studeno', '.']","['plochkite', 'studeno', 'studeno']",3,"Поките [: плочките] дено [: студено], дено [: студено] .","['поките', 'плочките', 'дено', 'студено', 'дено', 'студено']","Поките дено , дено .",плочките студено студено .,"Плочките студено , студено ."
UTT_013293,ELI,1;03.02,EXP,da ne si ot moreto si gi vzela ?,"['da', 'ne', 'si', 'ot', 'moreto', 'si', 'gi', 'vzela', '?']","['da', 'ne', 'si', 'ot', 'moreto', 'si', 'gi', 'vzela', '?']","['da', 'ne', 'si', 'ot', 'moreto', 'si', 'gi', 'vzela']",8,Да не си от морето си ги взела ?,"['да', 'не', 'си', 'от', 'морето', 'си', 'ги', 'взела']",Да не си от морето си ги взела ?,Да не си от морето си ги взела ?,Да не си от морето си ги взела ?
UTT_001748,ALE,1;06.21,VEL,ej go popota !,"['ej', 'go', 'popota', '!']","['ej', 'go', 'popota', '!']","['ej', 'go', 'popota']",3,Ей го попота !,"['ей', 'го', 'попота']",Ей го попота !,Ей го попота !,Ей го попота !
UTT_025274,SIM,1;09.05,PLA,"a tezi bujki [: obuvki] kakvi sa, mamo ?","['a', 'tezi', 'obuvki', 'kakvi', 'sa', ',', 'mamo', '?']","['a', 'tezi', 'obuvki', 'kakvi', 'sa', ',', 'mamo', '?']","['a', 'tezi', 'obuvki', 'kakvi', 'sa', 'mamo']",6,"А тези буйки [: обувки] какви са, мамо ?","['а', 'тези', 'буйки', 'обувки', 'какви', 'са', 'мамо']","А тези буйки какви са , мамо ?","А тези обувки какви са , мамо ?","А тези обувки какви са , мамо ?"
UTT_001118,ALE,1;05.08,ALE,paapa [: jade] .,"['jade', '.']","['jade', '.']",['jade'],1,Паапа [: яде] .,"['паапа', 'яде']",Паапа .,яде .,Яде .
UTT_013141,ELI,1;03.02,EXP,Dani .,"['Dani', '.']","['dani', '.']",['dani'],1,Дани .,['дани'],Дани .,Дани .,Дани .
UTT_044209,TEF,2;05.25,TEF,ej tyj .,"['ej', 'tyj', '.']","['ej', 'tyj', '.']","['ej', 'tyj']",2,Ей тъй .,"['ей', 'тъй']",Ей тъй .,Ей тъй .,Ей тъй .
UTT_006337,ALE,2;03.12,ALE,ajde de si !,"['ajde', 'de', 'si', '!']","['ajde', 'de', 'si', '!']","['ajde', 'de', 'si']",3,Айде де си !,"['айде', 'де', 'си']",Айде де си !,Айде де си !,Айде де си !
UTT_042345,TEF,2;02.16,TEF,samo tuka !,"['samo', 'tuka', '!']","['samo', 'tuka', '!']","['samo', 'tuka']",2,Само тука !,"['само', 'тука']",Само тука !,Само тука !,Само тука !
UTT_015566,ELI,1;06.09,EXP,Ela .,"['Ela', '.']","['ela', '.']",['ela'],1,Ела .,['ела'],Ела .,Ела .,Ела .
UTT_031489,SIM,2;04.14,PLA,koj shte ima rozhden den skoro?,"['koj', 'shte', 'ima', 'rozhden', 'den', 'skor', '?']","['koj', 'shte', 'ima', 'rozhden', 'den', 'skor', '?']","['koj', 'shte', 'ima', 'rozhden', 'den', 'skor']",6,Кой ще има рожден ден скоро?,"['кой', 'ще', 'има', 'рожден', 'ден', 'скоро']",Кой ще има рожден ден скоро ?,Кой ще има рожден ден скоро ?,Кой ще има рожден ден скоро ?
UTT_044342,TEF,2;05.25,TEF,"ne, ne , mauka [: malka] .","['ne', ',', 'ne', ',', 'malka', '.']","['ne', ',', 'ne', ',', 'malka', '.']","['ne', 'ne', 'malka']",3,"Не, не , маука [: малка] .","['не', 'не', 'маука', 'малка']","Не , не , маука .","Не , не , малка .","Не , не , малка ."
